InitialDatetime;FinalDatetime;EntityId;EntityType;Magnitude;MagnitudeValue;MagnitudeUnits
2023-06-05 22:00:00;2023-06-05 22:15:00;1;battery;power;0.0;kW
2023-06-05 22:00:00;2023-06-05 22:15:00;1;battery;state_of_charge;0.0;%
2023-06-05 22:00:00;2023-06-05 22:15:00;2;battery;power;0.0;kW
2023-06-05 22:00:00;2023-06-05 22:15:00;2;battery;state_of_charge;0.0;%
2023-06-05 22:00:00;2023-06-05 22:15:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 22:00:00;2023-06-05 22:15:00;4;point_of_grid_delivery;power;348.0;kW
2023-06-05 22:00:00;2023-06-05 22:15:00;5;point_of_consumption;energy;87.0;kWh
2023-06-05 22:15:00;2023-06-05 22:30:00;1;battery;power;0.0;kW
2023-06-05 22:15:00;2023-06-05 22:30:00;1;battery;state_of_charge;0.0;%
2023-06-05 22:15:00;2023-06-05 22:30:00;2;battery;power;0.0;kW
2023-06-05 22:15:00;2023-06-05 22:30:00;2;battery;state_of_charge;0.0;%
2023-06-05 22:15:00;2023-06-05 22:30:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 22:15:00;2023-06-05 22:30:00;4;point_of_grid_delivery;power;348.0;kW
2023-06-05 22:15:00;2023-06-05 22:30:00;5;point_of_consumption;energy;87.0;kWh
2023-06-05 22:30:00;2023-06-05 22:45:00;1;battery;power;0.0;kW
2023-06-05 22:30:00;2023-06-05 22:45:00;1;battery;state_of_charge;0.0;%
2023-06-05 22:30:00;2023-06-05 22:45:00;2;battery;power;0.0;kW
2023-06-05 22:30:00;2023-06-05 22:45:00;2;battery;state_of_charge;0.0;%
2023-06-05 22:30:00;2023-06-05 22:45:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 22:30:00;2023-06-05 22:45:00;4;point_of_grid_delivery;power;348.0;kW
2023-06-05 22:30:00;2023-06-05 22:45:00;5;point_of_consumption;energy;87.0;kWh
2023-06-05 22:45:00;2023-06-05 23:00:00;1;battery;power;0.0;kW
2023-06-05 22:45:00;2023-06-05 23:00:00;1;battery;state_of_charge;0.0;%
2023-06-05 22:45:00;2023-06-05 23:00:00;2;battery;power;0.0;kW
2023-06-05 22:45:00;2023-06-05 23:00:00;2;battery;state_of_charge;0.0;%
2023-06-05 22:45:00;2023-06-05 23:00:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 22:45:00;2023-06-05 23:00:00;4;point_of_grid_delivery;power;348.0;kW
2023-06-05 22:45:00;2023-06-05 23:00:00;5;point_of_consumption;energy;87.0;kWh
2023-06-05 23:00:00;2023-06-05 23:15:00;1;battery;power;0.0;kW
2023-06-05 23:00:00;2023-06-05 23:15:00;1;battery;state_of_charge;0.0;%
2023-06-05 23:00:00;2023-06-05 23:15:00;2;battery;power;0.0;kW
2023-06-05 23:00:00;2023-06-05 23:15:00;2;battery;state_of_charge;0.0;%
2023-06-05 23:00:00;2023-06-05 23:15:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 23:00:00;2023-06-05 23:15:00;4;point_of_grid_delivery;power;556.0;kW
2023-06-05 23:00:00;2023-06-05 23:15:00;5;point_of_consumption;energy;139.0;kWh
2023-06-05 23:15:00;2023-06-05 23:30:00;1;battery;power;0.0;kW
2023-06-05 23:15:00;2023-06-05 23:30:00;1;battery;state_of_charge;0.0;%
2023-06-05 23:15:00;2023-06-05 23:30:00;2;battery;power;0.0;kW
2023-06-05 23:15:00;2023-06-05 23:30:00;2;battery;state_of_charge;0.0;%
2023-06-05 23:15:00;2023-06-05 23:30:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 23:15:00;2023-06-05 23:30:00;4;point_of_grid_delivery;power;556.0;kW
2023-06-05 23:15:00;2023-06-05 23:30:00;5;point_of_consumption;energy;139.0;kWh
2023-06-05 23:30:00;2023-06-05 23:45:00;1;battery;power;0.0;kW
2023-06-05 23:30:00;2023-06-05 23:45:00;1;battery;state_of_charge;0.0;%
2023-06-05 23:30:00;2023-06-05 23:45:00;2;battery;power;0.0;kW
2023-06-05 23:30:00;2023-06-05 23:45:00;2;battery;state_of_charge;0.0;%
2023-06-05 23:30:00;2023-06-05 23:45:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 23:30:00;2023-06-05 23:45:00;4;point_of_grid_delivery;power;556.0;kW
2023-06-05 23:30:00;2023-06-05 23:45:00;5;point_of_consumption;energy;139.0;kWh
2023-06-05 23:45:00;2023-06-06 00:00:00;1;battery;power;0.0;kW
2023-06-05 23:45:00;2023-06-06 00:00:00;1;battery;state_of_charge;0.0;%
2023-06-05 23:45:00;2023-06-06 00:00:00;2;battery;power;0.0;kW
2023-06-05 23:45:00;2023-06-06 00:00:00;2;battery;state_of_charge;0.0;%
2023-06-05 23:45:00;2023-06-06 00:00:00;3;photovoltaic_plate;power;0.0;kW
2023-06-05 23:45:00;2023-06-06 00:00:00;4;point_of_grid_delivery;power;556.0;kW
2023-06-05 23:45:00;2023-06-06 00:00:00;5;point_of_consumption;energy;139.0;kWh
